Number,Riding (2023 Representation Order),Province/Territory,Population (2021 Census),Ilocano Mother Tongue,Ilocano per 100K,Tagalog Mother Tongue,Tagalog per 100K,Cebuano Mother Tongue,Cebuano per 100K,Mandarin Mother Tongue,Mandarin per 100K,Punjabi Mother Tongue,Punjabi per 100K,Cantonese Mother Tongue,Cantonese per 100K,Spanish Mother Tongue,Spanish per 100K,Arabic Mother Tongue,Arabic per 100K
35049,Kitchener—Conestoga,Ontario,"112,953",5,4.426619922,140,123.9453578,20,17.70647969,685,606.4469293,"1,780",1575.876692,335,296.5835347,"1,740",1540.463733,"1,675",1482.917674
35050,Kitchener South—Hespeler,Ontario,"119,851",30,25.03108026,830,692.5265538,30,25.03108026,"1,070",892.7751959,"4,005",3341.649214,310,258.654496,"3,065",2557.342033,"2,110",1760.519311
35051,Lanark—Frontenac,Ontario,"103,120",10,9.697439876,75,72.73079907,5,4.848719938,70,67.88207913,45,43.63847944,55,53.33591932,220,213.3436773,155,150.3103181
35052,Leeds—Grenville—Thousand Islands—Rideau Lakes,Ontario,"104,075",5,4.80422772,95,91.28032669,5,4.80422772,125,120.105693,165,158.5395148,85,81.67187125,245,235.4071583,145,139.3226039
35053,London Centre,Ontario,"126,597",60,47.39448802,880,695.1191576,90,71.09173203,"2,260",1785.192382,750,592.4311003,465,367.3072822,"2,855",2255.187722,"2,700",2132.751961
35054,London—Fanshawe,Ontario,"126,286",100,79.18534121,"1,085",859.1609521,85,67.30754003,305,241.5152907,"1,220",966.0611628,435,344.4562343,"3,460",2739.812806,"5,175",4097.841408
35055,London West,Ontario,"114,374",35,30.60136045,315,275.412244,15,13.11486876,"2,125",1857.939742,515,450.2771609,505,441.5339151,"3,480",3042.649553,"5,160",4511.514855
35056,Markham—Stouffville,Ontario,"120,845",75,62.06297323,1720,1423.310853,45,37.23778394,"10,135",8386.776449,685,566.8418222,"18,420",15242.66623,"1,015",839.9189044,"1,080",893.7068145
35057,Markham—Thornhill,Ontario,"111,087",100,90.01953424,"1,490",1341.29106,45,40.50879041,"14,170",12755.768,"2,530",2277.494216,"19,330",17400.77597,685,616.6338095,735,661.6435767
35058,Markham—Unionville,Ontario,"116,972",30,25.64716342,810,692.4734124,10,8.549054475,"24,425",20881.06555,405,346.2367062,"34,740",29699.41524,620,530.0413774,920,786.5130117
35059,Middlesex—London,Ontario,"115,610",15,12.97465617,285,246.5184673,5,4.324885391,"2,090",1807.802093,590,510.3364761,430,371.9401436,"1,345",1163.39417,"1,590",1375.313554
35060,Milton East—Halton Hills South,Ontario,"116,592",60,51.46150679,"1,275",1093.557019,40,34.3076712,"1,010",866.2686977,"1,925",1651.056676,435,373.0959242,"2,260",1938.383423,"2,880",2470.152326
35061,Mississauga Centre,Ontario,"124,084",140,112.8267948,"3,960",3191.38648,100,80.59056768,"6,555",5282.711711,"3,090",2490.248541,"4,700",3787.756681,"2,690",2167.886271,"7,820",6302.182393
35062,Mississauga East—Cooksville,Ontario,"120,196",190,158.0751439,"4,015",3340.377384,160,133.1159107,"2,290",1905.221472,980,815.3349529,"1,385",1152.284602,"3,700",3078.305434,"5,170",4301.307864
35063,Mississauga—Erin Mills,Ontario,"120,241",95,79.00799228,"2,660",2212.223784,45,37.42483845,"5,925",4927.603729,"1,620",1347.294184,"3,020",2511.622491,"2,240",1862.925292,"9,645",8021.390374
35064,Mississauga—Lakeshore,Ontario,"119,936",105,87.54669157,"1,850",1542.489328,50,41.68890075,"2,900",2417.956243,770,642.0090715,"1,105",921.3247065,"2,280",1901.013874,"2,850",2376.267343
35065,Mississauga—Malton,Ontario,"119,741",55,45.93247092,"1,800",1503.244503,100,83.51358348,"2,050",1712.028461,"12,190",10180.30583,"2,360",1970.92057,"2,010",1678.623028,"3,235",2701.664426
35066,Mississauga—Streetsville,Ontario,"113,763",80,70.32163357,2625,2307.428602,65,57.13632728,"3,455",3037.01555,"2,040",1793.201656,"2,255",1982.191046,"2,850",2505.208196,"4,550",3999.542909
35067,Nepean,Ontario,"122,229",95,77.72296264,615,503.153916,60,49.08818693,"5,275",4315.669767,"1,405",1149.481711,"1,945",1591.275393,"1,660",1358.106505,"6,510",5326.068282
35068,Newmarket—Aurora,Ontario,"117,699",90,76.46624015,1180,1002.557371,50,42.48124453,"7,655",6503.878538,190,161.4287292,"4,675",3971.996364,"1,695",1440.11419,"1,055",896.3542596
35069,New Tecumseth—Gwillimbury,Ontario,"119,358",45,37.70170412,670,561.3364835,20,16.75631294,"1,925",1612.795121,870,728.8996129,"1,540",1290.236096,"2,335",1956.299536,805,674.4415959
35070,Niagara Falls—Niagara-on-the-Lake,Ontario,"113,503",65,57.2672088,1470,1295.119953,80,70.48271852,"1,300",1145.344176,"1,205",1061.645948,635,559.4565782,"1,640",1444.89573,795,700.4220153
35071,Niagara South,Ontario,"132,500",20,15.09433962,460,347.1698113,20,15.09433962,605,456.6037736,400,301.8867925,220,166.0377358,"1,385",1045.283019,410,309.4339623
35072,Niagara West,Ontario,"112,065",25,22.30848168,310,276.6251729,20,17.84678535,535,477.4015081,325,290.0102619,120,107.0807121,"1,070",954.8030161,465,414.9377593
35073,Nipissing—Timiskaming,Ontario,"98,237",10,10.17946395,115,117.0638354,10,10.17946395,115,117.0638354,155,157.7816912,105,106.8843715,180,183.2303511,70,71.25624765
35074,Northumberland—Clarke,Ontario,"106,574",35,32.84103065,220,206.4293355,10,9.383151613,200,187.6630323,75,70.3736371,120,112.5978194,365,342.4850339,165,154.8220016
35075,Oakville East,Ontario,"108,735",15,13.79500621,775,712.7419874,15,13.79500621,"9,730",8948.360693,"1,370",1259.9439,"1,710",1572.630708,"2,080",1912.907527,"4,030",3706.258334
35076,Oakville West,Ontario,"105,024",110,104.7379647,1060,1009.293114,40,38.0865326,"5,090",4846.511274,"1,170",1114.031079,820,780.7739183,"2,795",2661.296466,"3,320",3161.182206
35077,Orléans,Ontario,"126,918",45,35.45596369,620,488.5043887,35,27.57686065,"1,000",787.9103043,615,484.5648371,835,657.9051041,"1,660",1307.931105,"4,935",3888.337352
35078,Oshawa,Ontario,"131,067",65,49.59295627,"1,230",938.4513264,55,41.96327069,440,335.7061655,285,217.446039,415,316.6319516,"1,250",953.7106976,540,412.0030214
35079,Ottawa Centre,Ontario,"126,560",60,47.40834387,370,292.3514539,25,19.75347661,"2,265",1789.664981,295,233.091024,"1,430",1129.898862,"1,995",1576.327434,"2,855",2255.847029
35080,Ottawa South,Ontario,"126,791",160,126.1919221,1290,1017.422372,40,31.54798053,"1,855",1463.037597,735,579.6941423,"1,205",950.3829136,"2,140",1687.816959,"13,410",10576.46047
35081,Ottawa—Vanier—Gloucester,Ontario,"126,999",115,90.55189411,920,724.4151529,35,27.55927212,"1,525",1200.796857,240,188.977866,705,555.1224813,"2,360",1858.282349,"5,075",3996.094457
35082,Ottawa West—Nepean,Ontario,"128,592",115,89.43013562,1185,921.5192236,75,58.32400149,"2,375",1846.926714,910,707.6645514,"1,435",1115.932562,"1,745",1357.005101,"5,080",3950.479034
35083,Oxford,Ontario,"121,781",10,8.211461558,270,221.7094621,20,16.42292312,130,106.7490003,"1,905",1564.283427,90,73.90315402,605,496.7934243,170,139.5948465
35084,Parry Sound—Muskoka,Ontario,"104,504",5,4.784505856,95,90.90561127,5,4.784505856,70,66.98308199,100,95.69011712,90,86.12110541,185,177.0267167,50,47.84505856
35085,Perth—Wellington,Ontario,"113,929",40,35.10958579,235,206.2688165,15,13.16609467,135,118.4948521,195,171.1592307,65,57.05307692,470,412.5376331,200,175.547929
35086,Peterborough,Ontario,"128,349",25,19.47814163,250,194.7814163,50,38.95628326,385,299.9633811,255,198.6770446,185,144.1382481,435,338.9196644,450,350.6065493
35087,Pickering—Brooklin,Ontario,"122,430",80,65.34346157,"1,850",1511.067549,55,44.92362983,"1,110",906.6405293,685,559.5033897,975,796.3734379,"1,315",1074.08315,"1,295",1057.747284
35088,Prescott—Russell—Cumberland,Ontario,"109,125",0,0,115,105.3837342,5,4.581901489,115,105.3837342,65,59.56471936,70,64.14662085,470,430.69874,460,421.534937
35089,Richmond Hill South,Ontario,"124,748",105,84.16968609,1430,1146.310963,35,28.05656203,"15,015",12036.26511,300,240.4848174,"17,485",14016.25677,"1,425",1142.302883,"1,475",1182.383686
35090,Sarnia—Lambton—Bkejwanong,Ontario,"128,154",25,19.5077797,240,187.2746851,15,11.70466782,195,152.1606817,275,214.5855767,130,101.4404545,670,522.808496,290,226.2902445
35091,Sault Ste. Marie—Algoma,Ontario,"113,772",5,4.394754421,120,105.4741061,5,4.394754421,125,109.8688605,240,210.9482122,80,70.31607074,290,254.8957564,155,136.2373871
35092,Scarborough—Agincourt,Ontario,"123,969",330,266.1955812,3605,2907.985061,115,92.76512677,"21,300",17181.71478,530,427.5262364,"19,270",15544.20863,"1,260",1016.383128,"2,605",2101.331785
35093,Scarborough Centre—Don Valley East,Ontario,"111,377",615,552.1786365,"5,665",5086.328416,190,170.5917739,"3,175",2850.678327,550,493.8182928,"2,695",2419.709635,"2,270",2038.122772,"4,250",3815.868626
35094,Scarborough—Guildwood—Rouge Park,Ontario,"114,100",310,271.6914987,"4,510",3952.673094,100,87.64241893,"1,455",1275.197195,"1,390",1218.229623,"1,575",1380.368098,"1,090",955.3023663,815,714.2857143
35095,Scarborough North,Ontario,"116,177",400,344.3022285,"4,740",4079.981408,140,120.50578,"11,840",10191.34596,"1,415",1217.969133,"20,360",17524.98343,840,723.0346798,945,813.4140148
35096,Scarborough Southwest,Ontario,"123,232",440,357.0501169,"5,045",4093.904181,200,162.2955077,"1,585",1286.191898,735,596.4359907,"2,595",2105.784212,"1,580",1282.134511,"1,120",908.8548429
35097,Scarborough—Woburn,Ontario,"110,589",375,339.0933999,"5,640",5099.964734,165,149.2010959,"2,785",2518.33365,"1,090",985.6314823,"2,965",2681.098482,"1,230",1112.226352,"1,335",1207.172504
35098,Simcoe—Grey,Ontario,"107,836",15,13.9100115,240,222.560184,5,4.6366705,165,153.0101265,300,278.20023,150,139.100115,710,658.4072109,80,74.18672799
35099,Simcoe North,Ontario,"112,022",5,4.463408973,300,267.8045384,10,8.926817946,205,182.9997679,150,133.9022692,170,151.7559051,295,263.3411294,60,53.56090768
35100,Spadina—Harbourfront,Ontario,"105,739",20,18.91449702,860,813.3233717,30,28.37174552,"6,305",5962.795184,620,586.3494075,"3,385",3201.27862,"3,270",3092.520262,"1,725",1631.375368
35101,St. Catharines,Ontario,"119,873",55,45.88189167,675,563.0959432,20,16.68432424,"1,070",892.611347,215,179.3564856,300,250.2648636,"2,465",2056.342963,"1,430",1192.929183
35102,Stormont—Dundas—Glengarry,Ontario,"114,637",0,0,170,148.2941808,0,0,70,61.06230973,280,244.2492389,70,61.06230973,365,318.3963293,315,274.7803938
35103,Sudbury,Ontario,"114,384",30,26.2274444,175,152.9934257,15,13.1137222,355,310.358092,465,406.5253882,175,152.9934257,625,546.4050916,380,332.2142957
35104,Sudbury East—Manitoulin—Nickel Belt,Ontario,"99,827",0,0,40,40.06931992,5,5.00866499,40,40.06931992,25,25.04332495,35,35.06065493,130,130.2252898,30,30.05198994
35105,Taiaiako'n—Parkdale—High Park,Ontario,"117,873",140,118.7718986,1455,1234.379374,60,50.90224224,985,835.6451435,240,203.608969,"1,290",1094.398208,"3,205",2719.028107,680,576.8920788
35106,Thornhill,Ontario,"124,866",365,292.3133599,2770,2218.378101,55,44.04721862,"6,655",5329.713453,570,456.4893566,"4,010",3211.442667,"2,110",1689.811478,715,572.613842
35107,Thunder Bay—Rainy River,Ontario,"82,357",10,12.1422587,190,230.7029154,15,18.21338805,60,72.85355222,120,145.7071044,90,109.2803283,180,218.5606567,70,84.99581092
35108,Thunder Bay—Superior North,Ontario,"86,147",5,5.804032642,115,133.4927508,10,11.60806528,320,371.4580891,145,168.3169466,110,127.6887181,250,290.2016321,300,348.2419585
35109,Toronto Centre,Ontario,"121,703",275,225.9599188,"2,840",2333.549707,80,65.73379457,"5,750",4724.616484,395,324.5606107,"3,040",2497.884193,"3,685",3027.862912,"2,000",1643.344864
35110,Toronto—Danforth,Ontario,"105,472",60,56.88713592,1100,1042.930825,15,14.22178398,"2,110",2000.530947,240,227.5485437,"5,650",5356.871966,"1,660",1573.877427,540,511.9842233
35111,Toronto—St. Paul's,Ontario,"125,438",275,219.2318117,2305,1837.561186,95,75.73462587,"2,210",1761.82656,155,123.5670212,"1,680",1339.307068,"4,075",3248.616847,875,697.5557646
35112,University—Rosedale,Ontario,"123,812",25,20.19190385,875,706.7166349,20,16.15352308,"10,185",8226.18163,240,193.842277,"5,875",4745.097406,"2,775",2241.301328,"1,590",1284.205085
35113,Vaughan—Woodbridge,Ontario,"121,705",80,65.73271435,1010,829.8755187,10,8.216589294,"2,590",2128.096627,"2,680",2202.045931,"1,465",1203.730332,"3,645",2994.946798,"1,565",1285.896224
35114,Waterloo,Ontario,"121,436",25,20.58697586,445,366.4481702,20,16.46958068,"7,435",6122.566619,"1,400",1152.870648,"1,050",864.6529859,"1,770",1457.557891,"2,630",2165.74986
35115,Wellington—Halton Hills North,Ontario,"105,468",5,4.740774453,385,365.0396329,20,18.96309781,"1,105",1047.711154,"1,410",1336.898396,330,312.8911139,810,768.0054614,435,412.4473774
35116,Whitby,Ontario,"115,257",45,39.04318176,1180,1023.798988,35,30.36691915,"1,775",1540.036614,575,498.8851003,980,850.2737361,"1,295",1123.576008,855,741.8204534
35117,Willowdale,Ontario,"118,218",550,465.2421797,3720,3146.728925,155,131.1137052,"14,495",12261.24617,230,194.5558206,"7,860",6648.733695,"2,105",1780.608706,"1,485",1256.153885
35118,Windsor—Tecumseh—Lakeshore,Ontario,"131,097",35,26.69778866,785,598.79326,30,22.88381885,435,331.8153733,"1,130",861.9571767,365,278.419796,"1,480",1128.935063,"5,040",3844.481567
35119,Windsor West,Ontario,"130,162",30,23.04820147,890,683.7633103,30,23.04820147,"3,125",2400.85432,"2,115",1624.898204,"1,245",956.5003611,"1,555",1194.66511,"10,780",8281.987062
35120,York Centre,Ontario,"108,307",1645,1518.830731,"10,245",9459.222396,380,350.8545154,"1,400",1292.621899,345,318.5389679,"1,210",1117.194641,"5,500",5078.15746,685,632.4614291
35121,York—Durham,Ontario,"116,560",15,12.86890872,330,283.1159918,20,17.15854496,"1,450",1243.994509,160,137.2683596,"1,340",1149.622512,615,527.6252574,245,210.1921757
35122,York South—Weston—Etobicoke,Ontario,"111,369",535,480.3850264,3305,2967.612172,90,80.81243434,370,332.2288967,255,228.968564,925,830.5722418,"7,855",7053.129686,545,489.3641857
46001,Brandon—Souris,Manitoba,"93,930",25,26.61556478,800,851.698073,60,63.87735548,"1,000",1064.622591,475,505.6957309,380,404.5565847,"2,130",2267.646119,150,159.6933887
46002,Churchill—Keewatinook Aski,Manitoba,"82,741",15,18.12885994,175,211.5033659,10,12.08590662,55,66.47248643,445,537.8228448,15,18.12885994,70,84.60134637,70,84.60134637
46003,Elmwood—Transcona,Manitoba,"99,504",100,100.4984724,"4,425",4447.057405,135,135.6729378,195,195.9720212,"4,195",4215.910918,525,527.6169802,"1,385",1391.903843,620,623.090529
46004,Kildonan—St. Paul,Manitoba,"99,467",180,180.964541,"5,425",5454.070194,110,110.5894417,100,100.5358561,"3,285",3302.602873,240,241.2860547,840,844.5011913,295,296.5807755
46005,Portage—Lisgar,Manitoba,"94,840",35,36.90425981,"1,190",1254.744833,45,47.44833404,95,100.1687052,455,479.7553775,45,47.44833404,520,548.29186,205,216.1535217
46006,Provencher,Manitoba,"100,332",55,54.81800423,"1,130",1126.260814,70,69.76836901,35,34.88418451,355,353.8253,40,39.86763944,385,383.7260296,105,104.6525535
46007,Riding Mountain,Manitoba,"90,962",50,54.96800862,"2,095",2303.159561,175,192.3880302,35,38.47760603,100,109.9360172,75,82.45201293,160,175.8976276,35,38.47760603
46008,St. Boniface—St. Vital,Manitoba,"99,975",60,60.01500375,"1,650",1650.412603,30,30.00750188,915,915.2288072,"1,465",1465.366342,730,730.1825456,980,980.2450613,"1,150",1150.287572
46009,Selkirk—Interlake—Eastman,Manitoba,"98,620",5,5.069965524,350,354.8975867,10,10.13993105,30,30.41979315,340,344.7576556,45,45.62968972,210,212.938552,50,50.69965524
46010,Winnipeg Centre,Manitoba,"96,951",295,304.2774185,"10,325",10649.70965,185,190.8180421,475,489.9382162,"1,045",1077.864076,710,732.3287021,"1,090",1124.279275,920,948.9329661
46011,Winnipeg North,Manitoba,"95,082",510,536.3791254,"17,840",18762.75215,225,236.6378494,80,84.13790202,"14,430",15176.37408,495,520.6032688,405,425.948129,175,184.0516607
46012,Winnipeg South,Manitoba,"99,793",50,50.10371469,"1,640",1643.401842,20,20.04148588,"7,335",7350.214945,"4,270",4278.857234,"2,375",2379.926448,"1,065",1067.209123,"1,845",1848.827072
46013,Winnipeg South Centre,Manitoba,"95,882",90,93.86537619,"1,660",1731.294716,45,46.9326881,"1,815",1892.951753,"1,755",1830.374836,860,896.9358169,"1,555",1621.785111,540,563.1922571
46014,Winnipeg West,Manitoba,"94,074",40,42.51971852,"1,830",1945.277122,30,31.88978889,295,313.5829241,700,744.0950741,255,271.0632056,730,775.984863,315,334.8427833
47001,Battlefords—Lloydminster—Meadow Lake,Saskatchewan,"83,248",60,72.07380357,"2,015",2420.47857,95,114.1168557,80,96.09840477,190,228.2337113,120,144.1476071,195,234.2398616,45,54.05535268
47002,Carlton Trail—Eagle Creek,Saskatchewan,"84,111",55,65.38978255,825,980.8467382,15,17.83357706,160,190.224822,205,243.7255531,35,41.6116798,200,237.7810275,25,29.72262843
47003,Desnethé—Missinippi—Churchill River,Saskatchewan,"37,845",0,0,80,211.3885586,0,0,10,26.42356982,25,66.05892456,0,0,10,26.42356982,5,13.21178491
47004,Moose Jaw—Lake Centre—Lanigan,Saskatchewan,"83,319",10,12.00206436,965,1158.19921,60,72.01238613,255,306.0526411,195,234.0402549,165,198.0340619,210,252.0433515,115,138.0237401
47005,Prince Albert,Saskatchewan,"88,521",25,28.24188611,1310,1479.874832,70,79.0772811,60,67.78052665,330,372.7928966,75,84.72565832,225,254.176975,140,158.1545622
47006,Regina—Lewvan,Saskatchewan,"86,899",175,201.383215,"2,170",2497.151866,150,172.6141843,855,983.9008504,"1,740",2002.324538,325,373.9973993,435,500.5811344,515,592.6420327
47007,Regina—Qu'Appelle,Saskatchewan,"89,275",175,196.0235228,"1,985",2223.466816,140,156.8188183,190,212.8255391,600,672.0806497,135,151.2181462,300,336.0403248,395,442.4530944
47008,Regina—Wascana,Saskatchewan,"89,063",95,106.6660678,"1,970",2211.917407,140,157.1921,"2,190",2458.933564,"1,735",1948.059239,810,909.4685784,565,634.3824035,865,971.2226177
47009,Saskatoon South,Saskatchewan,"89,562",90,100.4890467,"1,180",1317.523057,125,139.5681204,"2,645",2953.261428,785,876.4877962,865,965.8113932,575,642.0133539,895,999.3077421
47010,Saskatoon—University,Saskatchewan,"88,714",75,84.54133508,"1,490",1679.554524,70,78.90524607,"2,205",2485.515251,900,1014.496021,535,603.0615235,630,710.1472146,875,986.3155759
47011,Saskatoon West,Saskatchewan,"87,865",190,216.240824,"4,865",5536.903204,255,290.217948,230,261.765208,"1,400",1593.35344,425,483.69658,940,1069.823024,555,631.650828
47012,Souris—Moose Mountain,Saskatchewan,"75,208",55,73.13051803,"1,440",1914.689927,105,139.6128071,65,86.42697585,130,172.8539517,60,79.77874694,180,239.3362408,50,66.48228912
47013,Swift Current—Grasslands—Kindersley,Saskatchewan,"75,686",30,39.63744946,"1,375",1816.716434,85,112.3061068,95,125.51859,110,145.3373147,130,171.762281,215,284.0683878,100,132.1248315
47014,Yorkton—Melville,Saskatchewan,"73,189",45,61.48464933,"1,010",1379.988796,50,68.31627704,105,143.4641818,200,273.2651081,9,12.29692987,230,314.2548744,35,47.82139393
48001,Airdrie—Cochrane,Alberta,"115,230",70,60.74806908,"1,700",1475.310249,55,47.73062571,270,234.3139807,"1,535",1332.118372,290,251.6705719,"1,625",1410.223032,370,321.0969366
48002,Battle River—Crowfoot,Alberta,"110,212",50,45.36711066,"1,405",1274.81581,70,63.51395492,80,72.58737706,130,117.9544877,110,99.80764345,500,453.6711066,110,99.80764345
48003,Bow River,Alberta,"112,763",125,110.8519639,"1,935",1715.9884,175,155.1927494,320,283.7810275,"3,565",3161.498009,260,230.5720848,"1,425",1263.712388,610,540.9575836
48004,Calgary Centre,Alberta,"120,536",105,87.11090463,"1,840",1526.5149,70,58.07393642,"2,220",1841.773412,425,352.5917568,"2,220",1841.773412,"2,970",2463.994159,"1,470",1219.552665
48005,Calgary Confederation,Alberta,"119,508",85,71.12494561,"1,260",1054.322723,60,50.20584396,"2,860",2393.145229,465,389.0952907,"2,955",2472.637815,"2,205",1845.064766,"1,215",1016.66834
48006,Calgary Crowfoot,Alberta,"117,541",110,93.58436631,"1,960",1667.503254,80,68.06135731,"4,830",4109.204448,"1,350",1148.535405,"3,645",3101.045593,"2,635",2241.770957,"1,710",1454.811513
48007,Calgary East,Alberta,"119,550",685,572.9820159,"6,365",5324.132162,235,196.5704726,505,422.4173986,755,631.5349226,"1,675",1401.087411,"2,340",1957.340025,"3,275",2739.439565
48008,Calgary Heritage,Alberta,"119,557",685,572.9484681,"5,275",4412.121415,240,200.7410691,"3,230",2701.640222,315,263.4726532,"1,165",974.4306063,"2,695",2254.154922,"1,085",907.5169166
48009,Calgary McKnight,Alberta,"123,148",525,426.3163023,"6,435",5225.41982,255,207.0679183,330,267.9702472,"23,545",19119.27112,"1,900",1542.858999,"2,470",2005.716699,"3,740",3036.996135
48010,Calgary Midnapore,Alberta,"118,694",275,231.6882066,"4,345",3660.673665,245,206.4131296,"2,000",1685.005139,430,362.2761049,"1,065",897.2652367,"3,015",2540.145247,775,652.9394915
48011,Calgary Nose Hill,Alberta,"117,677",135,114.7208036,"2,295",1950.25366,110,93.4762103,"6,465",5493.851815,"1,165",989.9980455,"8,695",7388.869533,"2,325",1975.747172,"2,205",1873.773125
48012,Calgary Shepard,Alberta,"115,093",295,256.3144587,"4,195",3644.87849,215,186.805453,"1,555",1351.081299,"1,080",938.3715778,755,655.9912419,"3,150",2736.917102,"1,030",894.9284492
48013,Calgary Signal Hill,Alberta,"120,203",170,141.4274186,"1,820",1514.105305,100,83.19259919,"3,715",3090.60506,585,486.6767052,"2,230",1855.194962,"2,715",2258.679068,"2,360",1963.345341
48014,Calgary Skyview,Alberta,"115,277",360,312.2912637,"5,580",4840.514587,230,199.5194184,"3,560",3088.213607,"13,560",11762.97093,"5,755",4992.32284,"2,655",2303.148069,"1,530",1327.237871
48015,Edmonton Centre,Alberta,"115,160",225,195.3803404,"3,400",2952.414033,190,164.987843,"1,505",1306.877388,415,360.3681834,"1,435",1246.092393,"1,950",1693.296283,"1,470",1276.484891
48016,Edmonton Gateway,Alberta,"110,184",300,272.2718362,"5,345",4850.976548,275,249.5825165,"2,665",2418.681478,"5,225",4742.067814,"2,265",2055.652363,"2,295",2082.879547,"1,355",1229.761127
48017,Edmonton Griesbach,Alberta,"111,126",125,112.484927,"2,375",2137.213613,130,116.9843241,805,724.40293,525,472.4366935,"3,235",2911.109911,"1,835",1651.278729,"4,065",3658.009827
48018,Edmonton Manning,Alberta,"112,180",140,124.7994295,"3,135",2794.615796,205,182.7420218,840,748.7965769,"3,480",3102.157247,"2,800",2495.98859,"2,615",2331.075058,"3,035",2705.473346
48019,Edmonton Northwest,Alberta,"112,964",400,354.0951099,"6,200",5488.474204,265,234.5880103,"1,515",1341.135229,875,774.583053,"2,810",2487.518147,"1,600",1416.38044,"5,190",4594.384052
48020,Edmonton Riverbend,Alberta,"111,578",135,120.9915933,"2,320",2079.262937,155,138.9162738,"6,355",5695.567227,"1,965",1761.099858,"3,705",3320.547061,"1,895",1698.363477,"1,805",1617.702414
48021,Edmonton Southeast,Alberta,"113,208",320,282.665536,"5,085",4491.732033,260,229.665748,325,287.082185,"22,840",20175.25263,880,777.330224,"2,175",1921.242315,555,490.248039
48022,Edmonton Strathcona,Alberta,"111,556",95,85.15902327,"1,580",1416.329019,125,112.0513464,"2,970",2662.339991,475,425.7951164,"1,395",1250.493026,"1,595",1429.77518,"1,120",1003.980064
48023,Edmonton West,Alberta,"112,943",535,473.6902685,"6,205",5493.921713,320,283.3287588,"2,610",2310.900189,905,801.2891459,"2,395",2120.538679,"1,675",1483.048972,"1,545",1367.946663
48024,Foothills,Alberta,"114,930",75,65.25711303,"1,630",1418.25459,95,82.65900983,115,100.0609066,255,221.8741843,110,95.71043244,805,700.4263465,140,121.8132776
48025,Fort McMurray—Cold Lake,Alberta,"110,504",220,199.0878158,"3,595",3253.2759,135,122.1675233,465,420.7992471,385,348.4036777,155,140.2664157,720,651.5601245,"1,030",932.0929559
48026,Grande Prairie,Alberta,"112,902",220,194.8592585,2350,2081.45117,135,119.5727268,140,124.0013463,590,522.5771023,175,155.0016829,595,527.0057218,260,230.2882146
48027,Lakeland,Alberta,"105,652",75,70.98777117,"1,440",1362.965207,75,70.98777117,90,85.18532541,185,175.1031689,70,66.2552531,320,302.881157,145,137.2430243
48028,Leduc—Wetaskiwin,Alberta,"114,237",70,61.27611895,"1,880",1645.70148,60,52.52238767,90,78.7835815,"1,290",1129.231335,100,87.53731278,595,520.847011,145,126.9291035
48029,Lethbridge,Alberta,"123,847",40,32.29791598,"1,390",1122.35258,110,88.81926894,325,262.4205673,340,274.5322858,390,314.9046808,"1,945",1570.486164,695,561.1762901
48030,Medicine Hat—Cardston—Warner,Alberta,"103,819",40,38.52859303,705,679.0664522,40,38.52859303,140,134.8500756,230,221.5394099,165,158.9304463,710,683.8825263,365,351.5734114
48031,Parkland,Alberta,"114,679",65,56.67995012,"1,190",1037.679087,55,47.9599578,75,65.39994245,235,204.9198197,100,87.19992326,355,309.5597276,145,126.4398887
48032,Peace River—Westlock,Alberta,"113,907",80,70.23273372,"1,930",1694.364701,70,61.45364201,75,65.84318786,125,109.7386464,85,74.62227958,290,254.5936597,190,166.8027426
48033,Ponoka—Didsbury,Alberta,"114,521",55,48.02612621,"1,350",1178.823098,60,52.39213769,70,61.12416063,110,96.05225243,75,65.49017211,520,454.0651933,65,56.75814916
48034,Red Deer,Alberta,"115,044",360,312.9237509,4070,3537.776851,155,134.7310594,285,247.7313028,360,312.9237509,410,356.385383,"1,870",1625.465039,745,647.5783179
48035,Sherwood Park—Fort Saskatchewan,Alberta,"126,313",60,47.50104898,"1,735",1373.572,45,35.62578674,240,190.0041959,830,657.0978442,235,186.0457752,780,617.5136368,230,182.0873544
48036,St. Albert—Sturgeon River,Alberta,"121,306",45,37.09626894,"1,180",972.7466078,35,28.85265362,170,140.1414604,145,119.5324221,270,222.5776136,600,494.6169192,430,354.4754588
48037,Yellowhead,Alberta,"115,086",75,65.16865648,1870,1624.871835,75,65.16865648,325,282.3975114,390,338.8770137,285,247.6408946,620,538.7275603,195,169.4385069
59001,Abbotsford—South Langley,British Columbia,"116,265",75,64.50780544,975,838.6014708,60,51.60624436,690,593.4718101,"19,635",16888.14347,325,279.5338236,"1,115",959.0160409,575,494.5598417
59002,Burnaby Central,British Columbia,"120,734",295,244.3387944,3825,3168.121656,135,111.8160584,"17,430",14436.69555,"1,890",1565.424818,"12,645",10473.43747,"2,765",2290.15853,"1,065",882.104461
59003,Burnaby North—Seymour,British Columbia,"119,311",130,108.9589392,"1,400",1173.403961,55,46.09801276,"7,150",5992.741658,830,695.6609198,"9,665",8100.67806,"2,355",1973.833092,565,473.5523129
59004,Cariboo—Prince George,British Columbia,"117,160",25,21.33834073,615,524.923182,60,51.21201775,275,234.721748,"2,485",2121.031069,260,221.9187436,360,307.2721065,145,123.7623762
